0.01,74.504
0.02,223.512
0.03,380.539
0.04,802.196
0.05,1352.159
0.06,1902.121
0.07,2426.515
0.08,2547.501
0.09,2529.283
0.1,2511.065
0.11,2492.847
0.12,2474.629
0.13,2456.411
0.14,2438.193
0.15,2419.975
0.16,2408.503
0.17,2406.857
0.18,2405.295
0.19,2403.733
0.2,2402.171
0.21,2400.608
0.22,2399.046
0.23,2397.484
0.24,2395.922
0.25,2394.359
0.26,2392.797
0.27,2388.428
0.28,2379.971
0.29,2371.478
0.3,2362.986
0.31,2354.494
0.32,2346.002
0.33,2337.509
0.34,2329.017
0.35,2320.525
0.36,2312.033
0.37,2303.54
0.38,2297.208
0.39,2295.331
0.4,2293.589
0.41,2291.847
0.42,2290.105
0.43,2288.363
0.445,2286.185
0.468,2282.919
0.501,2278.019
0.55,2270.829
0.598,2263.642
0.648,2258.545
0.698,2253.381
0.748,2248.216
0.798,2242.992
0.848,2237.166
0.889,2231.711
0.92,2227.379
0.948,2223.854
0.974,2220.542
1.001,2216.338
1.029,2211.708
1.062,2206.531
1.109,2199.722
1.159,2191.429
1.209,2182.154
1.235,2174.76
1.258,2169.958
1.281,2165.551
1.304,2161.135
1.331,2156.315
1.367,2150.223
1.417,2141.853
1.461,2132.742
1.485,2126.175
1.506,2121.797
1.528,2117.64
1.552,2113.235
1.584,2107.794
1.632,2099.999
1.673,2091.366
1.696,2085.213
1.717,2080.968
1.739,2076.739
1.768,2071.781
1.811,2064.843
1.861,2057.805
1.883,2054.345
1.905,2052.256
1.931,2049.978
1.97,2046.878
2.02,2042.636
2.043,2039.151
2.066,2036.962
2.094,2034.509
2.137,2031.09
2.176,2027.725
2.2,2026.402
2.226,2025.424
2.265,2024.14
2.315,2022.385
2.34,2013.578
2.37,1971.001
2.415,1908.727
2.45,1790.907
2.478,1625.302
2.519,1441.051
2.569,1184.285
2.6,955.096
2.646,734.596
2.696,456.182
2.734,206.469
2.764,48.827
