0.01000,74.50400
0.01000,74.50400
0.02000,223.51200
0.02000,223.51200
0.03000,380.53900
0.03000,380.53900
0.04000,802.19600
0.04000,802.19600
0.05000,1352.15900
0.05000,1352.15900
0.06000,1902.12100
0.06000,1902.12100
0.07000,2426.51500
0.07000,2426.51500
0.08000,2547.50100
0.08000,2547.50100
0.09000,2529.28300
0.09000,2529.28300
0.10000,2511.06500
0.10000,2511.06500
0.11000,2492.84700
0.11000,2492.84700
0.12000,2474.62900
0.12000,2474.62900
0.13000,2456.41100
0.13000,2456.41100
0.14000,2438.19300
0.14000,2438.19300
0.15000,2419.97500
0.15000,2419.97500
0.16000,2408.50300
0.16000,2408.50300
0.17000,2406.85700
0.17000,2406.85700
0.18000,2405.29500
0.18000,2405.29500
0.19000,2403.73300
0.19000,2403.73300
0.20000,2402.17100
0.20000,2402.17100
0.21000,2400.60800
0.21000,2400.60800
0.22000,2399.04600
0.22000,2399.04600
0.23000,2397.48400
0.23000,2397.48400
0.24000,2395.92200
0.24000,2395.92200
0.25000,2394.35900
0.25000,2394.35900
0.26000,2392.79700
0.26000,2392.79700
0.27000,2388.42800
0.27000,2388.42800
0.28000,2379.97100
0.28000,2379.97100
0.29000,2371.47800
0.29500,2369.35500
0.30000,2362.98600
0.31000,2354.49400
0.31800,2353.43200
0.32000,2346.00200
0.33000,2337.50900
0.34000,2329.01700
0.35000,2320.52500
0.35100,2329.54800
0.36000,2312.03300
0.37000,2303.54000
0.38000,2297.20800
0.39000,2295.33100
0.40000,2293.58900
0.40100,2299.76200
0.41000,2291.84700
0.42000,2290.10500
0.43000,2288.36300
0.44500,2286.18500
0.45100,2288.14500
0.46800,2282.91900
0.50100,2279.43500
0.50100,2278.01900
0.55000,2270.82900
0.55100,2270.72400
0.59800,2263.64400
0.60100,2263.40200
0.64800,2258.54800
0.65100,2258.21400
0.69800,2253.38300
0.70100,2253.04900
0.74800,2248.21900
0.75100,2247.88400
0.79800,2242.99500
0.80100,2242.63800
0.84800,2237.16900
0.85100,2236.78100
0.88900,2231.71400
0.90100,2230.79900
0.92000,2227.38200
0.94800,2223.85900
0.95000,2224.88100
0.97400,2220.54600
1.00000,2218.33800
1.00100,2216.34500
1.02900,2211.71800
1.05000,2209.93700
1.06100,2206.54700
1.10000,2201.42400
1.10900,2199.74300
1.15000,2192.91200
1.15900,2191.45000
1.20000,2183.81700
1.20900,2182.17600
1.23500,2174.77400
1.24200,2174.97300
1.25800,2169.96700
1.28100,2165.56100
1.28300,2166.92700
1.30400,2161.15100
1.33100,2156.33900
1.33300,2158.05500
1.36700,2150.25100
1.38300,2148.38400
1.41700,2141.88400
1.43300,2138.69700
1.46100,2132.73600
1.47400,2129.88100
1.48500,2126.13800
1.50600,2121.77200
1.51300,2122.20800
1.52800,2117.62300
1.55200,2113.22000
1.56300,2113.65400
1.58400,2107.78200
1.61300,2103.95900
1.63200,2099.99700
1.66300,2094.26400
1.67300,2091.37000
1.69600,2085.21600
1.70000,2085.79400
1.71700,2080.98000
1.73900,2076.76300
1.74300,2078.02500
1.76800,2071.81900
1.79300,2069.03200
1.81000,2064.90200
1.84300,2060.03700
1.86000,2057.84400
1.88100,2055.30900
1.88200,2054.38100
1.90400,2052.29100
1.92600,2051.34600
1.93000,2050.01500
1.96900,2046.92800
1.97600,2046.80900
2.01900,2042.69300
2.02600,2042.04600
2.04200,2039.20300
2.06500,2037.01000
2.06700,2037.70000
2.09400,2034.56500
2.11700,2033.35400
2.13600,2031.16500
2.16700,2028.77400
2.17600,2027.74700
2.20000,2026.38800
2.20900,2026.39100
2.22600,2025.41100
2.25900,2024.57800
2.26500,2024.12300
2.30900,2022.60800
2.31500,2022.36500
2.34000,2013.17700
2.35500,2004.64500
2.37100,1970.25700
2.40500,1929.34900
2.41600,1907.55000
2.45100,1787.09800
2.45500,1798.53600
2.47900,1620.77700
2.50500,1539.84100
2.52100,1433.99300
2.55500,1262.30700
2.57100,1175.63200
2.60200,945.30700
2.60500,979.08000
2.64900,721.76200
2.65500,693.58500
2.69900,441.56800
2.70500,404.76100
2.73800,188.75200
2.75500,131.97500
2.76400,42.30200
2.76400,14.35400
